accepted,reason,predicted_shared_kv_bytes_saved,predicted_wait_cost_ms,predicted_mesh_cost_ms,predicted_resource_delay_ms,predicted_jct_delta_ms,predicted_slo_risk,candidate_size,shared_kv_id,planned_start_ms,node_ids,baseline,arrival_rate_jobs_per_s,event_driven
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_15_r0_proposer_0,debate_job_15_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_15_r0_proposer_2,debate_job_15_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_16_r0_proposer_0,debate_job_16_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_16_r0_proposer_2,debate_job_16_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_17_r0_proposer_0,debate_job_17_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_17_r0_proposer_2,debate_job_17_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_18_r0_proposer_0,debate_job_18_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_18_r0_proposer_2,debate_job_18_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_19_r0_proposer_0,debate_job_19_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,3.7342412800000004,"debate_job_19_r0_proposer_2,debate_job_19_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,3.7342412800000004,"debate_job_1_r0_proposer_0,debate_job_1_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,3.7342412800000004,"debate_job_1_r0_proposer_2,debate_job_1_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,3.7342412800000004,"debate_job_20_r0_proposer_1,debate_job_20_r0_proposer_2",waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,3.7342412800000004,debate_job_20_r0_proposer_3,waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,3.7342412800000004,"debate_job_21_r0_proposer_0,debate_job_21_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,3.7342412800000004,"debate_job_21_r0_proposer_2,debate_job_21_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,3.7342412800000004,"debate_job_22_r0_proposer_0,debate_job_22_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,3.7342412800000004,"debate_job_22_r0_proposer_2,debate_job_22_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,3.7342412800000004,"debate_job_2_r0_proposer_0,debate_job_2_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,3.7342412800000004,"debate_job_2_r0_proposer_2,debate_job_2_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_23_r0_proposer_0,debate_job_23_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_23_r0_proposer_2,debate_job_23_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_24_r0_proposer_0,debate_job_24_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_24_r0_proposer_2,debate_job_24_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_25_r0_proposer_0,debate_job_25_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_25_r0_proposer_2,debate_job_25_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_26_r0_proposer_0,debate_job_26_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_26_r0_proposer_2,debate_job_26_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_27_r0_proposer_0,debate_job_27_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_27_r0_proposer_2,debate_job_27_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_28_r0_proposer_0,debate_job_28_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_28_r0_proposer_2,debate_job_28_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_29_r0_proposer_0,debate_job_29_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,13.73424128,"debate_job_29_r0_proposer_2,debate_job_29_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_30_r0_proposer_1,debate_job_30_r0_proposer_2",waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,debate_job_30_r0_proposer_3,waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_31_r0_proposer_0,debate_job_31_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_31_r0_proposer_2,debate_job_31_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_32_r0_proposer_0,debate_job_32_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_32_r0_proposer_2,debate_job_32_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_33_r0_proposer_0,debate_job_33_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_33_r0_proposer_2,debate_job_33_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_34_r0_proposer_0,debate_job_34_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_34_r0_proposer_2,debate_job_34_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_35_r0_proposer_0,debate_job_35_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_35_r0_proposer_2,debate_job_35_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_36_r0_proposer_0,debate_job_36_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_36_r0_proposer_2,debate_job_36_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_37_r0_proposer_0,debate_job_37_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:2cdbca1506dbbaea86db8efae9b02d70acf80ad24a8792db0ff6fc9027e0d116,13.73424128,"debate_job_37_r0_proposer_2,debate_job_37_r0_proposer_3",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,13.73424128,"debate_job_3_r0_proposer_0,debate_job_3_r0_proposer_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,13.73424128,"debate_job_3_r0_proposer_2,debate_job_3_r0_proposer_3",waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,21.468862911568067,debate_job_0_r0_critic_1,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,debate_job_10_r0_critic_1,waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,"debate_job_11_r0_critic_0,debate_job_11_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,"debate_job_12_r0_critic_0,debate_job_12_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,"debate_job_13_r0_critic_0,debate_job_13_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,"debate_job_14_r0_critic_0,debate_job_14_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,"debate_job_15_r0_critic_0,debate_job_15_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,"debate_job_16_r0_critic_0,debate_job_16_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,"debate_job_17_r0_critic_0,debate_job_17_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,"debate_job_18_r0_critic_0,debate_job_18_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.468862911568067,"debate_job_19_r0_critic_0,debate_job_19_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,21.468862911568067,"debate_job_1_r0_critic_0,debate_job_1_r0_critic_1",waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,21.468862911568067,debate_job_20_r0_critic_1,waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,21.468862911568067,"debate_job_21_r0_critic_0,debate_job_21_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:1bf945a34e5780e4b08114ef9815ece70617d5f164919d5257e61771a1b5741c,21.468862911568067,"debate_job_22_r0_critic_0,debate_job_22_r0_critic_1",waferagent_latency_safe,16.0,True
True,accepted,14602888806.400002,0.0,19.7568495616,0.0,-272.30092656640005,0.0,2,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,21.468862911568067,"debate_job_2_r0_critic_0,debate_job_2_r0_critic_1",waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:189cf4f6f9e04f1e4e11d36545c0a19aca2cbcb501f9dbcb9c4f9dc74210cfca,21.469073151568068,debate_job_0_r0_critic_2,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.469073151568068,debate_job_11_r0_critic_3,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.46928339156807,debate_job_10_r0_critic_2,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.46928339156807,debate_job_12_r0_critic_3,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.46949363156807,debate_job_11_r0_critic_2,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.46949363156807,debate_job_13_r0_critic_3,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.469703871568072,debate_job_12_r0_critic_2,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.469703871568072,debate_job_14_r0_critic_3,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.469914111568073,debate_job_13_r0_critic_2,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.469914111568073,debate_job_15_r0_critic_3,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.470124351568074,debate_job_14_r0_critic_2,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.470124351568074,debate_job_16_r0_critic_3,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.470334591568076,debate_job_15_r0_critic_2,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.470334591568076,debate_job_17_r0_critic_3,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.470544831568077,debate_job_16_r0_critic_2,waferagent_latency_safe,16.0,True
False,queue_pressure,0.0,0.0,0.0,0.0,0.0,1.0,1,sha256:c9ae75070adf4480e75e3ce89087a7329723b6fe299ec24d04b46275e59c92aa,21.470544831568077,debate_job_18_r0_critic_3,waferagent_latency_safe,16.0,True
